id,normalized_name,category_code,founded_at,country_code
c:172640,svgrowth,consulting,2012-08-01,USA
c:172646,cushion source,ecommerce,2004-06-01,CAN
c:172648,same day sign,advertising,1986-01-01,USA
c:172649,hyperlaine,consulting,2010-01-01,USA
c:172651,giganet systems,other,2010-03-10,USA
c:172652,estatenode,ecommerce,2012-07-19,NGA
c:172653,pipewave,advertising,2011-01-01,USA
c:172656,professional it services,network_hosting,2011-11-22,HUN
c:172659,aktana,analytics,2008-01-01,USA
c:172662,streamweaver,software,2011-01-01,USA
c:172664,vt enterprise,software,2001-08-13,USA
c:172666,wanderful media,advertising,2011-11-01,USA
c:172667,croakun,enterprise,2012-12-01,MYS
c:172673,advanced telesensors,medical,2008-01-01,USA
c:172675,atreca,biotech,2010-01-01,USA
c:172676,billion hands technology pvt,software,2009-01-01,IND
c:17268,blueprint design studio,public_relations,2006-04-06,USA
c:172681,tripcook,other,2011-08-01,BLZ
c:172683,transbiotec,manufacturing,2004-01-01,USA
c:172686,notch,web,2012-01-01,USA
c:17269,polimetrix,\N,2004-01-01,USA
c:172690,fowlers estate agents,other,1991-01-01,GBR
c:172698,better the world,advertising,2008-01-01,CAN
c:1727,netapp,software,1992-01-01,USA
c:17270,yougov,consulting,2000-01-01,USA
c:172707,5ideas in,other,2012-09-01,IND
c:172710,zoom healthcare,\N,2011-06-12,GBR
c:172712,ting,mobile,2011-06-03,CAN
c:17272,parade technologies,semiconductor,2005-01-01,USA
c:172721,euphoria tek,software,2007-06-01,IND
c:172722,style jukebox,software,2012-01-01,ROM
c:172723,schoolcnxt,education,2011-04-25,USA
c:172724,electro image,other,2000-10-01,USA
c:172726,moxie method,consulting,2001-01-01,USA
c:17273,silicon genesis,hardware,1997-01-01,USA
c:172730,arkuda digital,hardware,2009-08-01,USA
c:172732,breadcrumb,mobile,2011-01-01,USA
c:172738,crystal chat,software,2012-06-01,CAN
c:17274,demandtec,software,1999-12-01,USA
c:172742,social shopping network ?,social,2011-10-07,USA
c:172745,base app,public_relations,2012-09-01,IRL
c:172747,mercury wireless,public_relations,2007-09-01,USA
c:172748,spring merchant,ecommerce,2011-06-01,ROM
c:17275,itm software,software,2001-01-01,USA
c:172754,signagelive,software,1997-11-01,GBR
c:172756,argonaut gold,other,2009-01-01,USA
c:172759,breathometer,mobile,2012-09-01,USA
c:172762,seo specialist uk,consulting,2011-05-01,GBR
c:172764,studycloud,education,2010-07-01,USA
c:172767,marketbridge,ecommerce,2000-01-01,USA
c:172769,bike tour buzz,web,2012-08-01,USA
c:172770,zingcheckout,software,2010-10-01,USA
c:172771,blue shell games,games_video,2010-06-01,USA
c:172774,wework,social,2010-02-15,USA
c:172788,thinksmart technologies,\N,2010-01-01,USA
c:172794,dtu,education,2008-09-01,VNM
c:172798,body mint,other,2001-08-10,USA
c:1728,boston power,cleantech,2005-01-01,USA
c:172801,delivery club,ecommerce,2009-09-01,RUS
c:172804,eco,web,2011-01-01,USA
c:172807,boomrat,web,2012-07-01,USA
c:17281,uptimehost,network_hosting,2008-01-25,CAN
c:172810,ivalue,ecommerce,2011-01-04,BEL
c:172813,skillsup,web,2012-09-01,IDN
c:172819,allow,security,2010-09-01,GBR
c:17282,symwave,semiconductor,2001-01-01,USA
c:172821,arlingtonattorneyjobs,legal,2012-04-17,USA
c:17283,eka systems,cleantech,2000-01-01,USA
c:172835,twisper,web,2012-08-01,DEU
c:172836,imobecommerce,ecommerce,2010-09-03,USA
c:17284,airband communications holdings,mobile,2000-01-01,USA
c:172840,grit design,software,2009-01-01,USA
c:172848,bosley medical,other,1974-01-01,USA
c:17285,outlookcloud,software,2008-09-01,USA
c:172851,bf internet,web,1996-01-01,GBR
c:172852,videntifier technologies,software,2007-01-01,ISL
c:172854,vamida,ecommerce,2012-02-14,AUT
c:172857,camactive media,consulting,2012-01-01,SGP
c:172859,yay images,other,2008-01-01,NOR
c:17286,wedocreative,consulting,2006-01-01,GBR
c:172860,mobile mum,games_video,2011-01-04,USA
c:172861,datalab,other,2002-01-01,USA
c:172862,eneedo,web,2011-06-01,USA
c:172867,purpletab software solutions,mobile,2011-10-09,IND
c:172868,springbot,ecommerce,2012-01-01,USA
c:172871,technician professionals,consulting,2006-01-01,USA
c:172874,futurebox,software,2010-09-17,IND
c:172881,netrenos,web,2011-10-11,CAN
c:172887,dealdown,web,2012-05-07,USA
c:17289,quepasa,web,1997-06-01,USA
c:172890,polysuite,search,2011-06-01,USA
c:172892,atilekt,ecommerce,2012-02-17,USA
c:172894,niacom,public_relations,2010-07-10,USA
c:172896,web host ghana,network_hosting,2010-05-01,GHA
c:1729,phulwariya,network_hosting,1986-07-15,GBR
c:17290,ivi,software,2007-01-01,USA
c:172902,clinicworks,consulting,2009-07-01,USA
c:172905,corelynx,software,2006-06-01,USA
c:172906,vexpop,other,2012-01-01,GBR
c:172909,courtyard gallery,other,2010-01-01,GBR
c:17291,nextdaytechnology,hardware,1999-01-01,USA
c:172912,freedom meditech,medical,2006-01-01,USA
c:172915,hcrew technologies,network_hosting,2008-08-01,USA
c:172917,guestreview,software,2012-01-01,DEU
c:17292,techaspect solutions,consulting,2000-01-01,USA
c:172927,accelerate worldwide,consulting,2012-01-01,GBR
c:172928,targetsmart communications,other,2007-01-01,USA
c:17293,signiant,software,2000-01-01,USA
c:172930,buzznote,other,2001-08-08,USA
c:172934,kaboodle hq,other,2011-03-01,GBR
c:172935,balboa,finance,1988-01-01,USA
c:172938,tanner,consulting,1940-01-01,USA
c:172939,emu me,ecommerce,2012-01-01,GBR
c:17294,overtone,analytics,1995-01-01,USA
c:172940,fellow consulting ag,mobile,2009-01-01,DEU
c:172942,pitchburner,software,2011-09-01,USA
c:172946,the dermot company,other,1991-01-01,USA
c:172949,talent bridge,consulting,2002-01-01,USA
c:172952,cheerboo,web,2011-01-01,USA
c:172953,okmusic,web,2011-09-01,JPN
c:172954,nrg global,software,2000-01-01,USA
c:172956,tunii,music,2012-06-29,USA
c:172957,appclover,advertising,2012-05-01,USA
c:172959,commuter advertising,advertising,2008-01-01,USA
c:172963,randstad technologies,consulting,1960-01-01,USA
c:172966,b2b workforce,consulting,2000-01-01,USA
c:172968,adcom marketing,advertising,2011-12-01,IRL
c:172969,clarastream,enterprise,2012-09-01,USA
c:17297,fight launch,games_video,2008-01-01,USA
c:172971,andara bi,software,2011-01-01,ESP
c:172974,objectrocket,enterprise,2012-02-23,USA
c:172975,secondscreen networks,advertising,2010-01-01,USA
c:172978,arcsset,software,2010-01-01,CAN
c:172987,black suede digital,games_video,2012-07-15,AUS
c:172988,connell home improvements,other,1956-01-01,USA
c:17299,primesyn lab,biotech,2000-01-01,USA
c:172998,queppelin technology solutions pvt,software,2010-03-08,IND
c:173,meebo,web,2005-02-01,USA
c:173007,intellibuzz,consulting,2010-04-27,IND
c:173008,situations app,mobile,2012-01-01,FIN
c:17301,blue sky pos,software,2003-04-15,USA
c:173012,s tool,other,2008-01-01,RUS
c:173015,luxodo,fashion,2011-01-01,DEU
c:173016,kineticart,games_video,2010-03-06,ISR
c:173018,animekida,games_video,2010-05-06,USA
c:17302,seobra,consulting,2007-09-01,NOR
c:173025,rublon,software,2012-01-01,POL
c:17303,rocketalk,software,2005-11-01,IND
c:173030,artency com,ecommerce,2012-07-01,ESP
c:173032,ministry of supply,manufacturing,2010-01-01,USA
c:173037,denver energy exploration,other,2001-01-01,USA
c:17304,boss media,software,1990-01-01,SWE
c:173040,bundshop,ecommerce,2012-10-01,CHN
c:173048,coolstuff,ecommerce,2005-01-01,SWE
c:173050,crunchfish,mobile,2010-01-01,SWE
c:173051,vital ai,software,2011-08-18,USA
c:173052,eco4cloud,enterprise,2012-04-12,ITA
c:173053,jejaringsosial,other,2012-06-10,IDN
c:173054,step by step software solutions,network_hosting,2010-04-01,USA
c:17306,vquence,advertising,2006-07-01,AUS
c:173061,marketing activo inteligente,enterprise,2012-04-19,ESP
c:173062,coresystems,software,2006-08-28,CHE
c:173063,mila,web,2013-01-02,DEU
c:173066,azadi,other,2012-05-01,USA
c:173069,bipsync,enterprise,2012-06-01,USA
c:17307,conversant media,web,2007-09-01,AUS
c:173080,tapiture,ecommerce,2012-04-05,USA
c:173082,mimiboard,news,2011-01-01,ZAF
c:173083,combain,enterprise,2009-01-01,SWE
c:173084,geosignage,public_relations,2010-01-01,SWE
c:173085,parkster,mobile,2011-01-01,SWE
c:173087,laser toner discount,hardware,2002-01-01,USA
c:17309,extreme planner,software,2004-11-01,USA
c:173097,codeleaf,software,2011-12-12,SWE
c:1731,meraki,network_hosting,2006-04-01,USA
c:173100,tunaspot,music,2011-01-01,SWE
c:173101,kiupe,games_video,2012-01-01,FRA
c:173103,steyer moore,other,2012-06-29,GBR
c:173106,vizteck solutions,software,2007-01-29,PAK
c:17311,period three,advertising,2004-03-01,USA
c:173110,bills toggery,other,1931-01-01,USA
c:173113,ciberbras,other,2010-05-01,BRA
c:173115,datix,software,1986-01-01,GBR
c:173118,relationship analytics,analytics,2012-08-01,USA
c:173119,hrsentry,other,2003-01-01,USA
c:17312,sponads,advertising,2008-01-01,IND
c:173120,faveeo,public_relations,2012-07-24,CHE
c:173125,direct online marketing,search,2006-01-01,USA
c:173130,thinkanalytics,games_video,2006-01-01,GBR
c:173132,xenium,web,2007-08-23,BGR
c:173133,bonfyre,mobile,2012-10-01,USA
c:173139,rite rug,other,1934-01-01,USA
c:173140,kabbee,mobile,2011-06-01,GBR
c:173142,amaya gaming,games_video,2004-01-01,CAN
c:173144,bwin party,games_video,2011-03-01,GIB
c:173145,frank oak,fashion,2012-02-01,CAN
c:173149,the ledger law firm,legal,1998-01-01,USA
c:17315,dfine,medical,2004-01-01,USA
c:173150,knack hq,software,2012-03-01,USA
c:173151,review signal,web,2011-02-01,USA
c:173153,insticator,analytics,2012-07-01,USA
c:173154,great stuff,hardware,1999-01-01,USA
c:173156,mission content group,advertising,2012-04-02,USA
c:173157,clinicast,software,2011-12-31,USA
c:173158,sunforged media group,advertising,2002-05-01,USA
c:173159,cruiseimage,ecommerce,2012-05-01,USA
c:173160,nimble,web,2005-11-01,AUS
c:173161,sizzlepig,software,2009-01-01,USA
c:173163,watchfacts,ecommerce,2010-03-01,USA
c:173166,opal labs,software,2010-01-01,USA
c:173167,gloops,mobile,2005-08-02,JPN
c:17317,zinkotek,web,2007-04-01,USA
c:173170,appthwack,mobile,2012-03-29,USA
c:173173,causecode technologies,software,2010-01-01,IND
c:173177,lotaris,mobile,2008-01-01,CHE
c:17318,the college driver,other,2008-09-01,USA
c:173180,eaccess,\N,1999-11-01,JPN
c:173185,studio legale tedioli,legal,1969-01-01,ITA
c:173187,mebius,\N,2008-02-26,SVN
c:173193,call the junkman,other,2008-01-01,USA
c:173195,axelar,biotech,2003-01-01,SWE
c:173197,hume brophy,consulting,2005-01-01,GBR
c:173198,inoapps,\N,2006-01-01,GBR
c:1732,ice,ecommerce,1999-09-12,USA
c:17320,crossing automation,semiconductor,2003-01-01,USA
c:173204,debitos,other,2009-09-28,DEU
c:173206,webussu,consulting,2010-01-12,TUR
c:173209,zfort group,web,2000-01-01,UKR
c:17321,untangle,software,2003-01-01,USA
c:173211,pinalyzer,web,2012-08-01,FRA
c:173212,touch?comm too?sh?y?com,ecommerce,2009-03-10,CAN
c:173213,impcsupport,hardware,2011-10-01,GBR
c:173216,wishareit,web,2012-02-01,PRT
c:173221,webcreationuk,advertising,2005-01-01,GBR
c:173222,tvene,web,2011-10-01,UKR
c:173223,verdafero,software,2009-01-01,USA
c:173225,explee,public_relations,2012-08-02,FRA
c:173226,coranet,public_relations,1987-01-01,USA
c:173227,business data record services,other,1979-01-01,USA
c:173228,drfirst,software,2000-01-01,USA
c:173229,bewarket,ecommerce,2012-01-30,PRT
c:173232,ube,hardware,2012-01-01,USA
c:173234,id mediastream,public_relations,2009-01-01,USA
c:173235,appible,mobile,2008-01-01,USA
c:173238,topic,social,2012-10-16,ESP
c:17324,greentech media,news,2007-01-01,USA
c:173246,beer citizen,other,2012-01-01,USA
c:173248,royal training institute,education,1970-01-01,ARE
c:173249,sprmarket,ecommerce,2012-09-20,CAN
c:17325,perkler,mobile,2007-11-01,AUS
c:173250,racertimes,sports,2012-08-02,GBR
c:173253,ddvtech,software,2009-03-01,NLD
c:173257,mystorey,web,2011-06-01,USA
c:173261,adler integrated,consulting,2012-01-02,USA
c:173265,pngbx,web,2012-05-01,DEU
c:173269,insightly,software,2009-01-01,USA
c:173274,kindling,software,2010-01-01,USA
c:173277,full partner,\N,2001-01-01,USA
c:17328,kealia,network_hosting,2002-01-01,USA
c:173283,inspirare com,ecommerce,2012-05-01,USA
c:173286,valgenesis,software,2005-01-01,USA
c:173287,traiecto,other,2012-10-01,NLD
c:17329,granite systems,software,1993-01-01,USA
c:173291,il couture,ecommerce,2011-01-02,ISR
c:173295,owlin,analytics,2012-06-12,NLD
c:173296,go publish,enterprise,2007-11-26,NOR
c:1733,sugarcrm,software,2004-04-01,USA
c:17330,ubicom,software,1998-05-01,USA
c:173305,is it old,web,2011-11-01,SWE
c:173311,adria solutions,consulting,2004-01-01,GBR
c:173312,platejobs,other,2012-06-01,GBR
c:173314,accredited transcription,other,2011-01-01,USA
c:173315,pit solutions,software,2000-01-01,CHE
c:173316,nektony,software,2011-01-01,UKR
c:173317,waaman products pvt,other,2010-10-11,IND
c:173318,bad donkey social,mobile,2011-10-06,USA
c:17332,linux networx,software,1989-01-01,USA
c:173325,a2 hosting,network_hosting,2003-01-01,USA
c:173330,pubgears,advertising,2010-02-14,USA
c:173331,appengo,mobile,2010-01-01,FRA
c:173336,promethius consulting,consulting,2000-02-01,USA
c:17334,designart networks,semiconductor,2006-01-01,ISR
c:173341,spedingo,cleantech,2012-01-01,ITA
c:173342,want button,ecommerce,2010-09-01,USA
c:173343,salesdialers,software,2008-04-04,USA
c:173344,rap genius,music,2009-08-26,USA
c:173345,perfect fit technologies,hardware,2011-12-01,USA
c:173349,total defense,software,2011-01-01,USA
c:173350,kid care dental p c,other,1977-01-01,USA
c:17336,upspring,web,2005-01-01,USA
c:173360,frontrange,software,1989-01-01,USA
c:173362,calpano,web,2012-01-01,DEU
c:17337,netmagic solutions,network_hosting,1999-01-01,IND
c:173370,the daily hundred,advertising,2012-04-01,USA
c:173371,tadapix,advertising,2010-08-01,USA
c:173372,smartshoot,web,2012-07-01,USA
c:17338,corefino,software,2004-01-01,USA
c:173383,express shuttle,other,2004-11-04,USA
c:173386,ensyn,cleantech,2012-10-01,USA
c:173389,in hand guides,hardware,2005-01-01,IRL
c:173391,miramed global services,\N,1979-01-01,USA
c:173394,allied motion technologies,\N,1962-01-01,USA
c:1734,equine now,web,2005-07-01,USA
c:17340,mohook,mobile,2008-09-14,ESP
c:173403,webcandy,advertising,2010-01-01,DNK
c:173405,work abroad philippines,other,2003-09-01,PHL
c:173407,india wildlife resorts,other,1995-01-01,IND
c:173415,interactive bees pvt,software,2008-12-07,IND
c:17342,asigra,software,1986-01-01,CAN
c:173420,cozy,real_estate,2012-03-01,USA
c:173422,inter voice over,advertising,1998-09-01,GBR
c:173423,bioxydyn,biotech,2009-01-01,GBR
c:173424,outsourcing,\N,2009-01-12,USA
c:173427,prometheus research,\N,1999-01-01,USA
c:17343,vembu technologies,software,2004-07-01,IND
c:173436,indiapayments,ecommerce,2009-07-31,IND
c:173440,fatbit technologies web design company,ecommerce,2004-06-12,IND
c:173443,lionworks,games_video,2009-01-01,GTM
c:173445,mevvy,analytics,2012-09-05,USA
c:173447,fatbit technologies,ecommerce,2004-10-10,IND
c:17345,adjuggler,software,2008-06-01,USA
c:173457,colosseoeas,games_video,2009-01-01,SVK
c:173458,weareveryouare,ecommerce,2010-11-01,FRA
c:173459,design tips,education,2011-06-23,IND
c:173461,invoiceable,software,2012-07-10,GBR
c:173462,jevvel,ecommerce,2012-03-01,ESP
c:173469,feem solutions,software,2010-03-01,NGA
c:173470,se og l?r fotokurs,web,2012-04-01,NOR
c:173472,sitesupra,web,2000-06-01,LVA
c:173473,keepgo,mobile,2009-02-10,USA
c:173474,trifacta,software,2012-01-01,USA
c:173476,re owned,ecommerce,2010-01-01,USA
c:173479,happybidday,ecommerce,2010-11-25,USA
c:17348,sevenclick,mobile,2007-06-06,ESP
c:173485,mediascience,advertising,2009-01-24,USA
c:173486,allsorts promotional products,advertising,2003-02-25,USA
c:173488,thumbs up or down,advertising,2012-08-01,USA
c:173489,gettalent,software,2012-06-01,USA
c:17349,samp2,games_video,2008-08-01,NLD
c:173491,fiftythree,software,2011-01-01,USA
c:173496,infochoice,web,1993-01-01,AUS
c:1735,monster,search,1994-01-01,USA
c:17350,futurescape international,consulting,2006-10-01,DEU
c:173500,upperquad,web,2009-08-01,USA
c:173501,seatninja,mobile,2012-01-01,USA
c:173503,the check cashing store,enterprise,2006-03-11,USA
c:173505,meteorix,\N,2010-12-08,USA
c:173517,nervve technologies,analytics,2012-01-01,USA
c:173520,yogasmoga,manufacturing,2010-01-01,USA
c:173521,krafthaus,other,2012-03-13,AUS
c:173524,appleby systems,other,1967-01-01,CAN
c:173527,bazelevs innovations,software,2010-12-01,RUS
c:173534,chatteringkitchen com,web,2011-06-16,MYS
c:17354,assuresign,software,2008-01-01,USA
c:173545,dr michaels dental clinic,other,2007-08-01,ARE
c:17355,smallbusinessexpo,public_relations,2008-09-08,USA
c:173551,mistyque,ecommerce,2012-01-01,IND
c:173552,baslate,mobile,2012-01-01,IND
c:173561,webdexterous,other,2012-01-01,USA
c:173568,adtheorent,advertising,2010-01-01,USA
c:17357,ayna,other,1997-05-05,LBN
c:173587,neumitra,hardware,2009-01-01,USA
c:173591,optbuzz,education,2012-09-24,USA
c:1736,pudding media,advertising,2006-01-01,USA
c:173602,kobster,ecommerce,2012-09-05,IND
c:173603,clipcanvas,games_video,2007-06-01,NOR
c:173604,trajectory,advertising,2005-01-01,CAN
c:173610,ember,advertising,2012-10-01,USA
c:173612,automotive internet media,advertising,2009-07-21,USA
c:173615,acceleratoryyc,other,2011-10-13,CAN
c:173621,gogohealth,mobile,2012-04-01,USA
c:173622,insidevault,advertising,2011-05-09,USA
c:173624,storypark,education,2011-07-10,NZL
c:173625,weddingrings net,ecommerce,2003-01-01,USA
c:173629,consultadd,consulting,2008-01-13,USA
c:173630,allerpassmd,web,2010-05-01,USA
c:173633,decisyon,software,2005-01-01,USA
c:173636,sole society,ecommerce,2011-12-01,USA
c:173638,lanica,games_video,2012-06-01,USA
c:173642,bizfix,public_relations,2010-01-01,GBR
c:173646,fancycellar ??,ecommerce,2012-01-01,CHN
c:173647,helpful alliance,\N,2012-01-01,USA
c:17365,emporis,enterprise,2005-01-01,DEU
c:173650,startme,finance,2011-10-01,ZAF
c:173651,opulentus overseas careers pvt,legal,2000-04-06,GBR
c:173653,ubiquity global services,consulting,2012-01-01,USA
c:173654,vass technologies,manufacturing,2012-01-01,ITA
c:173657,american megatrends,\N,1985-01-01,USA
c:173660,sophie bags,other,2005-06-12,USA
c:173662,worldcam,web,2012-09-17,SWE
c:173670,divtech,web,2011-03-17,USA
c:173672,jet set studio,games_video,2007-01-01,USA
c:173674,flightcar,ecommerce,2012-02-01,USA
c:173681,letssyncro,software,2011-11-01,USA
c:173686,yorunge tour,other,1997-07-04,TUR
c:173692,signalfy,web,2012-01-01,USA
c:17370,saffron brand consultants,advertising,2001-03-01,USA
c:173707,shopkrowd,web,2012-08-01,TUR
c:17371,ipcybercrime,legal,2001-10-15,USA
c:173711,kiraguru,ecommerce,2012-03-18,TUR
c:173712,crowdme,games_video,2012-03-01,SWE
c:173713,thermacut,other,2003-07-01,DEU
c:173717,zeppelin,mobile,2011-09-29,USA
c:173718,tweekaboo,health,2010-01-01,IRL
c:173719,funding options,finance,2011-08-12,GBR
c:173720,hashtip,web,2012-03-12,USA
c:173721,traineesolicitor,education,2008-07-09,GBR
c:173723,weespring,web,2012-09-01,USA
c:173724,car people marketing,\N,2001-01-01,USA
c:173728,imobitrax,mobile,2012-01-01,USA
c:173729,revived media,mobile,2012-01-01,USA
c:173732,ciceroos,travel,2011-02-15,ITA
c:173735,flatiron apps,mobile,2012-03-01,USA
c:173746,perfico,ecommerce,2011-01-01,IND
c:173748,mikura pearls dmcc,ecommerce,1992-01-01,ARE
c:173749,appurify,mobile,2012-04-01,USA
c:173750,raymeds online,consulting,2010-03-04,USA
c:173752,projecterus,software,2012-06-01,DEU
c:173754,igrab philippines,ecommerce,2012-01-01,PHL
c:173755,borgata hotel casino spa,other,2003-01-01,USA
c:173758,quenergia,cleantech,2009-04-23,ESP
c:173759,qumin,advertising,2012-04-01,GBR
c:173763,granite transformation,enterprise,1998-01-01,CAN
c:173764,job master magnets,enterprise,1984-01-01,AUS
c:173767,skills matter,software,2003-11-06,GBR
c:173768,bitmix,mobile,2009-01-01,GBR
c:173769,samba mobile,mobile,2010-05-09,GBR
c:173770,web loans processing,other,2008-01-01,GBR
c:173779,marketing lion,consulting,2011-03-01,GBR
c:173783,edgerankchecker,web,2011-01-01,USA
c:173794,xclusive yachts,\N,2006-01-01,ARE
c:1738,orglex,web,2007-02-01,USA
c:17381,tehuti networks,semiconductor,2003-01-01,ISR
c:173810,yieldkit,ecommerce,2010-01-01,DEU
c:173816,prevedere,software,2012-01-25,USA
c:173822,book city tours,web,2012-09-22,NLD
c:173826,careconnect usa,\N,2005-01-01,USA
c:173827,amnesiagames,games_video,2006-01-01,CHL
c:173828,storefront,real_estate,2012-01-01,USA
c:173829,we are pop up,enterprise,2012-05-20,GBR
c:173835,repp,web,2012-06-02,USA
c:173836,startup hive,consulting,2012-10-01,USA
c:17384,enkata technologies,analytics,1999-01-01,USA
c:173842,white label communications,public_relations,2010-08-01,USA
c:173847,enquira,advertising,2007-12-17,CAN
c:173848,advisors mortgage group,other,1999-01-01,USA
c:17385,about me,\N,2009-10-01,USA
c:173851,boostup,web,2013-01-01,USA
c:173858,wanderful interactive storybooks,education,2011-01-01,USA
c:173861,newmediarockstars,games_video,2011-12-01,USA
c:173862,easy pairings,web,2012-09-01,USA
c:173863,capdecisif management,software,2001-01-01,FRA
c:173866,informer messages on hold,advertising,1986-09-01,USA
c:17387,arcot systems,security,1997-01-01,USA
c:173871,petlove,ecommerce,1999-12-01,BRA
c:173872,crosstechno,web,2008-01-01,IDN
c:173874,smallprint,education,1998-04-15,AUS
c:173878,solium,\N,1999-01-01,CAN
c:17388,naseeb networks,web,2003-01-01,PAK
c:173882,des walsh dot com,consulting,2003-01-01,AUS
c:173884,opti matrix solution,ecommerce,2007-04-15,USA
c:173885,webwise workz,web,2003-01-01,SGP
c:173887,policyboss,other,2012-02-24,IND
c:173890,juphoon system software,software,2005-07-15,CHN
c:173891,go apartments,search,2011-02-01,DEU
c:173899,venturezlab,software,2011-09-01,RUS
c:173901,weartolook,fashion,2012-01-01,GBR
c:173905,geodrop,mobile,2012-06-05,ITA
c:173907,us dataworks,\N,1997-01-01,USA
c:173908,dq a media group,advertising,2001-02-01,USA
c:17391,emulex,software,1978-01-01,USA
c:173910,centup,news,2012-12-15,USA
c:173911,zei cinofilia,ecommerce,1962-01-01,ITA
c:173916,getkart,ecommerce,2011-02-23,IND
c:173917,quality time lab,games_video,2011-11-02,USA
c:17392,aristos logic,hardware,2000-01-01,USA
c:173921,snapp,mobile,2008-08-01,FRA
c:173924,yengo,advertising,2010-01-01,RUS
c:173930,deltapay,other,1995-01-01,RUS
c:173931,schwell wimpfheimer associates,legal,2004-01-01,USA
c:173932,pointer,network_hosting,2000-04-04,GRC
c:173942,motify,web,2012-09-24,UKR
c:173945,neuron energy solutions,cleantech,2012-07-01,GRC
c:173950,godb tech,software,2000-02-01,IND
c:173951,ontodia,web,2011-10-25,USA
c:173952,equiso,hardware,2012-02-01,USA
c:173959,eta automatizari industriale,software,1994-06-01,ROM
c:17396,qualvu,photo_video,2007-01-01,USA
c:173964,fr?ute fruute,ecommerce,2011-07-01,USA
c:17397,heyspace,web,2005-01-01,CHN
c:173975,impressive invitations,ecommerce,2011-04-06,AUS
c:173976,bigroad,software,2011-04-01,CAN
c:173977,find a place to stay,other,2012-01-01,GBR
c:173979,carsurfing,software,2011-11-14,CAN
c:173980,gladvertising,search,2012-01-01,USA
c:173981,omerta game,games_video,2004-10-01,GBR
c:173985,creativelive,education,2010-04-01,USA
c:173986,sidelineswap,ecommerce,2010-06-20,USA
c:173988,aceromart,ecommerce,2009-08-01,MEX
c:17399,gogoyoko,ecommerce,2007-12-12,ISL
c:173993,suzhou omnik new energy,other,2010-10-22,CHN
c:173997,my simple circle,web,2011-05-11,USA
c:174,eventbrite,web,2006-01-01,USA
c:17400,blakol studios,web,2005-03-01,IND
c:174001,hotelopro,other,2012-01-01,ROM
c:174003,udopt,web,2012-10-10,GBR
c:174004,gift big,ecommerce,2011-11-10,IND
c:174006,web distribution team,\N,2011-01-01,USA
c:174007,explore consulting,consulting,2001-01-01,USA
c:174010,the zen agency,ecommerce,1999-01-01,GBR
c:174016,xs cad limited,consulting,1997-01-01,GBR
c:174025,small world financial services group,finance,2005-03-01,ESP
c:174030,timetac,software,2009-09-01,AUT
c:174037,london global consultants,enterprise,2012-06-14,GBR
c:174038,lead forensics,software,2009-01-01,GBR
c:174043,cooks paraphernalia,ecommerce,2001-05-01,GBR
c:174044,rachelle n howell attorney at law,legal,2003-01-01,USA
c:174045,cloudcheckr,enterprise,2011-01-01,USA
c:174049,ticketforevent,web,2011-01-01,GBR
c:17405,zopim,ecommerce,2008-01-01,SGP
c:174053,arteria,software,2011-01-01,CHE
c:174057,nowfloats,web,2012-01-01,IND
c:17406,alterwave,other,2004-01-01,BEL
c:174061,the sourcery,consulting,2007-01-01,USA
c:174062,ensafer,security,2007-01-01,NOR
c:174070,launchkey,security,2012-07-13,USA
c:174071,dfw vapor,other,2009-03-15,USA
c:174073,wallaroo media,advertising,2009-10-15,USA
c:174076,payday highway,other,2011-09-06,GBR
c:174077,izotope,games_video,2001-01-01,USA
c:174079,helpingdoc,health,2011-11-01,IND
c:174082,my african idea,web,2012-08-01,GBR
c:174083,monetize more,advertising,2010-01-01,CAN
c:174084,keyword search pros,advertising,2006-08-10,USA
c:174085,cucumbertown,web,2012-07-03,USA
c:174086,appdisco,advertising,2011-08-23,KOR
c:174087,calculated risk advisors,consulting,2012-03-01,USA
c:174088,foodfan,hospitality,2011-01-01,USA
c:174092,sialix,biotech,2006-01-01,USA
c:174095,curvenorth,software,2004-01-01,USA
c:17410,m6 net windows asp net reseller hosting,network_hosting,1997-06-05,USA
c:174101,cmb information portal,web,2012-01-01,IND
c:174103,s lad group,enterprise,1970-01-01,IND
c:174109,solutions infini,public_relations,2009-04-30,IND
c:174112,tapas media,web,2012-03-01,USA
c:174113,sevenson environmental,cleantech,1977-01-01,USA
c:174115,press4,mobile,2010-01-01,USA
c:174117,webtek labs,software,1987-02-18,IND
c:174120,livliv solutions,mobile,2011-11-01,FIN
c:174122,hillsdale,software,1999-02-10,USA
c:174123,silvercar,ecommerce,2012-01-01,USA
c:174124,genesis financial solutions,finance,2001-01-01,USA
c:17413,assent,\N,2003-01-01,USA
c:174135,rightcare solutions,software,2011-01-01,USA
c:174138,qoniac,software,2009-04-01,DEU
c:174146,coub,web,2012-01-01,RUS
c:174147,skwibl,web,2012-07-09,AUS
c:17415,iteanz technologies india private limited,software,2006-11-11,IND
c:174151,switch concepts,advertising,2007-01-01,GBR
c:174156,party bus rental,other,2004-01-01,USA
c:174158,papertrell,mobile,2011-01-01,IND
c:174159,game reviews,games_video,2011-12-22,GBR
c:174160,the lego group,games_video,1932-01-01,USA
c:174161,ekupi,ecommerce,2012-01-01,BIH
c:174162,flocktory,ecommerce,2012-04-01,RUS
c:174166,tastemade,\N,2012-01-01,USA
c:174172,arrogene,biotech,2007-01-01,USA
