,object_id,funding_round_code,raised_amount_usd,participants,a,angel,b,c,d,e,f,g,seed,time_since_founded
23304,c:78845,a,5700000,5,1,0,0,0,0,0,0,0,0,951
15653,c:40748,b,5900000,4,0,0,1,0,0,0,0,0,0,951
8462,c:42798,b,4100000,2,0,0,1,0,0,0,0,0,0,951
29694,c:58630,seed,850000,1,0,0,0,0,0,0,0,0,1,951
11421,c:44929,b,7000000,1,0,0,1,0,0,0,0,0,0,951
9647,c:16436,b,4690000,3,0,0,1,0,0,0,0,0,0,951
2248,c:131,c,35000000,1,0,0,0,1,0,0,0,0,0,951
15644,c:41593,b,10000000,3,0,0,1,0,0,0,0,0,0,951
11720,c:6300,b,5000000,0,0,0,1,0,0,0,0,0,0,952
29086,c:168867,a,3200000,2,1,0,0,0,0,0,0,0,0,952
2408,c:7121,angel,500000,0,0,1,0,0,0,0,0,0,0,952
23896,c:111003,angel,500000,0,0,1,0,0,0,0,0,0,0,952
22405,c:188276,a,3500000,1,1,0,0,0,0,0,0,0,0,952
9474,c:26843,a,7300000,2,1,0,0,0,0,0,0,0,0,952
2728,c:9470,b,11894260.33982300885,1,0,0,1,0,0,0,0,0,0,952
15669,c:28356,d,30000000,0,0,0,0,0,1,0,0,0,0,952
29561,c:71777,b,11750000,8,0,0,1,0,0,0,0,0,0,952
14690,c:77414,a,4500000,3,1,0,0,0,0,0,0,0,0,952
15429,c:39532,seed,1000000,4,0,0,0,0,0,0,0,0,1,953
27194,c:246818,seed,1750000,0,0,0,0,0,0,0,0,0,1,953
18396,c:58717,c,38097364,2,0,0,0,1,0,0,0,0,0,953
29506,c:34984,b,4152504,0,0,0,1,0,0,0,0,0,0,953
8827,c:31778,b,22000000,0,0,0,1,0,0,0,0,0,0,953
25912,c:169960,a,2100000,1,1,0,0,0,0,0,0,0,0,953
4104,c:18082,b,12000000,4,0,0,1,0,0,0,0,0,0,953
2740,c:9499,b,8500000,2,0,0,1,0,0,0,0,0,0,953
5609,c:1579,b,43000000,2,0,0,1,0,0,0,0,0,0,953
6328,c:776,a,40000,0,1,0,0,0,0,0,0,0,0,953
11426,c:38473,b,7500000,2,0,0,1,0,0,0,0,0,0,954
11700,c:56104,b,8590000,2,0,0,1,0,0,0,0,0,0,954
29548,c:159964,a,1500000,1,1,0,0,0,0,0,0,0,0,954
21804,c:68972,a,1311300,1,1,0,0,0,0,0,0,0,0,954
2772,c:3739,b,8000000,2,0,0,1,0,0,0,0,0,0,954
6130,c:12349,b,5200000,3,0,0,1,0,0,0,0,0,0,954
27204,c:175760,angel,50000,0,0,1,0,0,0,0,0,0,0,954
25062,c:165900,angel,30000,1,0,1,0,0,0,0,0,0,0,954
7418,c:1751,a,6500000,1,1,0,0,0,0,0,0,0,0,954
9228,c:16348,c,2000000,1,0,0,0,1,0,0,0,0,0,954
26729,c:44261,a,999997,1,1,0,0,0,0,0,0,0,0,955
27302,c:247535,seed,1400000,1,0,0,0,0,0,0,0,0,1,955
19015,c:160420,seed,120000,1,0,0,0,0,0,0,0,0,1,955
6143,c:17324,c,825000,0,0,0,0,1,0,0,0,0,0,955
31907,c:179637,c,50000000,1,0,0,0,1,0,0,0,0,0,955
27272,c:165202,seed,1000000,1,0,0,0,0,0,0,0,0,1,955
27268,c:190500,a,16000000,2,1,0,0,0,0,0,0,0,0,955
19973,c:168048,b,4000000,3,0,0,1,0,0,0,0,0,0,955
6147,c:29677,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,955
19962,c:167977,a,1300000,4,1,0,0,0,0,0,0,0,0,955
26726,c:242479,seed,266000,0,0,0,0,0,0,0,0,0,1,956
27262,c:169105,b,10000000,4,0,0,1,0,0,0,0,0,0,956
25090,c:228417,seed,550000,1,0,0,0,0,0,0,0,0,1,956
2768,c:1424,c,18632754.709923664122,3,0,0,0,1,0,0,0,0,0,956
19987,c:81340,b,6000000,6,0,0,1,0,0,0,0,0,0,956
15695,c:51174,b,15000000,3,0,0,1,0,0,0,0,0,0,956
28558,c:153473,seed,35000,0,0,0,0,0,0,0,0,0,1,956
10191,c:18162,b,14000000,5,0,0,1,0,0,0,0,0,0,956
21781,c:145828,seed,621246,2,0,0,0,0,0,0,0,0,1,957
2785,c:9745,c,3000000,3,0,0,0,1,0,0,0,0,0,957
17007,c:8865,b,14000000,2,0,0,1,0,0,0,0,0,0,957
15712,c:29895,c,7000000,5,0,0,0,1,0,0,0,0,0,957
27435,c:76702,b,13300000,5,0,0,1,0,0,0,0,0,0,958
30933,c:177000,seed,1600000,3,0,0,0,0,0,0,0,0,1,958
26107,c:181169,b,13000000,3,0,0,1,0,0,0,0,0,0,958
20395,c:80013,angel,772000,0,0,1,0,0,0,0,0,0,0,958
11227,c:16303,b,25000000,5,0,0,1,0,0,0,0,0,0,958
1523,c:2802,b,10250000,2,0,0,1,0,0,0,0,0,0,958
12282,c:30605,b,11894260.33982300885,0,0,0,1,0,0,0,0,0,0,958
30008,c:192929,seed,1000000,0,0,0,0,0,0,0,0,0,1,959
27836,c:165020,seed,1100000,0,0,0,0,0,0,0,0,0,1,959
18373,c:81429,seed,1260000,2,0,0,0,0,0,0,0,0,1,959
13504,c:8249,b,35000000,5,0,0,1,0,0,0,0,0,0,959
15734,c:22649,seed,650000,2,0,0,0,0,0,0,0,0,1,959
4880,c:23323,a,3950000,1,1,0,0,0,0,0,0,0,0,959
19006,c:160331,a,1363269,0,1,0,0,0,0,0,0,0,0,959
26608,c:132868,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,960
5361,c:4034,b,11894260.33982300885,3,0,0,1,0,0,0,0,0,0,960
6176,c:6614,b,7200000,2,0,0,1,0,0,0,0,0,0,960
12660,c:60537,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,960
27461,c:181356,seed,2000000,1,0,0,0,0,0,0,0,0,1,960
8953,c:545,b,4960000,2,0,0,1,0,0,0,0,0,0,961
2791,c:1762,c,15000000,5,0,0,0,1,0,0,0,0,0,961
31060,c:86063,seed,550000,0,0,0,0,0,0,0,0,0,1,961
984,c:1495,b,12000000,2,0,0,1,0,0,0,0,0,0,961
11471,c:19670,b,8000000,2,0,0,1,0,0,0,0,0,0,961
2789,c:313,b,13000000,3,0,0,1,0,0,0,0,0,0,961
3918,c:17448,c,44400000,4,0,0,0,1,0,0,0,0,0,962
24971,c:84560,b,28000000,4,0,0,1,0,0,0,0,0,0,962
10892,c:35274,a,3500000,1,1,0,0,0,0,0,0,0,0,962
4885,c:7177,seed,300000,0,0,0,0,0,0,0,0,0,1,962
20073,c:63290,a,15000000,5,1,0,0,0,0,0,0,0,0,963
14331,c:7372,b,2000000,2,0,0,1,0,0,0,0,0,0,963
1056,c:160,angel,1000000,8,0,1,0,0,0,0,0,0,0,963
28042,c:260601,seed,525000,0,0,0,0,0,0,0,0,0,1,963
3886,c:9,c,5000000,2,0,0,0,1,0,0,0,0,0,963
2330,c:3092,a,6000000,2,1,0,0,0,0,0,0,0,0,963
15775,c:85853,a,2000000,1,1,0,0,0,0,0,0,0,0,964
9716,c:20116,a,1284560,1,1,0,0,0,0,0,0,0,0,964
28034,c:160715,seed,1250000,0,0,0,0,0,0,0,0,0,1,964
12476,c:59611,seed,800000,1,0,0,0,0,0,0,0,0,1,964
21881,c:184227,angel,534000,2,0,1,0,0,0,0,0,0,0,964
20081,c:53361,a,5000000,1,1,0,0,0,0,0,0,0,0,964
15769,c:41539,seed,1500000,2,0,0,0,0,0,0,0,0,1,964
27715,c:257384,a,7500000,2,1,0,0,0,0,0,0,0,0,964
11493,c:42416,b,15000000,3,0,0,1,0,0,0,0,0,0,965
11505,c:23421,a,3800000,3,1,0,0,0,0,0,0,0,0,965
28043,c:260609,seed,220000,0,0,0,0,0,0,0,0,0,1,965
11504,c:51239,b,15000000,2,0,0,1,0,0,0,0,0,0,965
11494,c:54912,a,3000000,1,1,0,0,0,0,0,0,0,0,965
11481,c:54808,a,4977288,0,1,0,0,0,0,0,0,0,0,965
24882,c:225183,b,6200000,1,0,0,1,0,0,0,0,0,0,965
5406,c:25325,b,5000000,1,0,0,1,0,0,0,0,0,0,965
24338,c:83535,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,965
12094,c:16030,a,8000000,3,1,0,0,0,0,0,0,0,0,966
17381,c:118308,b,13017000,5,0,0,1,0,0,0,0,0,0,966
4266,c:19412,angel,480741,0,0,1,0,0,0,0,0,0,0,966
27814,c:258792,angel,325000,1,0,1,0,0,0,0,0,0,0,966
6239,c:30234,d,45000000,6,0,0,0,0,1,0,0,0,0,966
29426,c:232307,a,1154995,0,1,0,0,0,0,0,0,0,0,966
20137,c:169312,b,7000000,0,0,0,1,0,0,0,0,0,0,966
15803,c:86074,b,18000000,3,0,0,1,0,0,0,0,0,0,966
8951,c:15294,d,5000000,4,0,0,0,0,1,0,0,0,0,966
20129,c:169237,seed,160000,1,0,0,0,0,0,0,0,0,1,966
2829,c:10018,b,8000000,3,0,0,1,0,0,0,0,0,0,967
14704,c:22856,a,1200000,1,1,0,0,0,0,0,0,0,0,967
29624,c:73473,seed,130000,1,0,0,0,0,0,0,0,0,1,967
30132,c:138845,seed,1700000,3,0,0,0,0,0,0,0,0,1,967
11527,c:11501,b,12700000,1,0,0,1,0,0,0,0,0,0,967
11532,c:48101,seed,850000,3,0,0,0,0,0,0,0,0,1,967
18475,c:54035,c,15000000,5,0,0,0,1,0,0,0,0,0,967
3593,c:15673,b,20000000,3,0,0,1,0,0,0,0,0,0,967
23036,c:57355,a,4500000,3,1,0,0,0,0,0,0,0,0,968
5039,c:23695,b,11911765,1,0,0,1,0,0,0,0,0,0,968
31068,c:241355,a,645000,0,1,0,0,0,0,0,0,0,0,968
27792,c:238922,seed,1100000,1,0,0,0,0,0,0,0,0,1,968
28048,c:216757,seed,134640,0,0,0,0,0,0,0,0,0,1,968
17117,c:145358,seed,361500,0,0,0,0,0,0,0,0,0,1,969
20149,c:146282,angel,200000,1,0,1,0,0,0,0,0,0,0,969
31042,c:47146,b,12040000,2,0,0,1,0,0,0,0,0,0,969
11863,c:57178,a,1043775,0,1,0,0,0,0,0,0,0,0,969
27898,c:259426,a,1000000,0,1,0,0,0,0,0,0,0,0,970
27380,c:68716,a,4700000,2,1,0,0,0,0,0,0,0,0,970
25626,c:85434,seed,118000,1,0,0,0,0,0,0,0,0,1,970
27889,c:181384,a,6000000,1,1,0,0,0,0,0,0,0,0,970
29383,c:241129,a,7500000,0,1,0,0,0,0,0,0,0,0,970
9131,c:45111,b,4000000,1,0,0,1,0,0,0,0,0,0,970
25194,c:185457,seed,1200000,6,0,0,0,0,0,0,0,0,1,970
20182,c:74891,a,2000000,3,1,0,0,0,0,0,0,0,0,970
6302,c:30562,a,2300000,2,1,0,0,0,0,0,0,0,0,970
26388,c:49623,b,20000000,3,0,0,1,0,0,0,0,0,0,971
9443,c:38417,b,8000000,3,0,0,1,0,0,0,0,0,0,971
9778,c:46434,b,2500000,2,0,0,1,0,0,0,0,0,0,971
10774,c:43609,b,9000000,2,0,0,1,0,0,0,0,0,0,971
27969,c:259926,seed,400000,0,0,0,0,0,0,0,0,0,1,971
11582,c:51357,b,38500000,4,0,0,1,0,0,0,0,0,0,972
20430,c:75702,angel,3000000,1,0,1,0,0,0,0,0,0,0,972
26802,c:73066,a,3600000,6,1,0,0,0,0,0,0,0,0,972
18486,c:156572,a,2573200,1,1,0,0,0,0,0,0,0,0,972
28007,c:260062,a,600000,0,1,0,0,0,0,0,0,0,0,972
13520,c:42943,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,972
15613,c:84658,b,4500000,0,0,0,1,0,0,0,0,0,0,972
28559,c:264695,seed,2512003,0,0,0,0,0,0,0,0,0,1,972
6206,c:30064,a,1530000,1,1,0,0,0,0,0,0,0,0,972
6380,c:31144,b,11894260.33982300885,2,0,0,1,0,0,0,0,0,0,973
26004,c:213101,angel,290000,2,0,1,0,0,0,0,0,0,0,973
265,c:334,a,5500000,1,1,0,0,0,0,0,0,0,0,973
22793,c:65825,b,11894260.33982300885,3,0,0,1,0,0,0,0,0,0,973
988,c:1499,b,10000000,1,0,0,1,0,0,0,0,0,0,973
14359,c:40107,seed,500000,1,0,0,0,0,0,0,0,0,1,973
11167,c:53105,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,973
18490,c:31038,a,2600000,5,1,0,0,0,0,0,0,0,0,973
6915,c:11275,a,4600000,2,1,0,0,0,0,0,0,0,0,973
29384,c:269195,seed,1725103,0,0,0,0,0,0,0,0,0,1,973
14061,c:5165,b,11894260.33982300885,0,0,0,1,0,0,0,0,0,0,973
15606,c:31124,b,16500000,8,0,0,1,0,0,0,0,0,0,973
12419,c:36633,b,17000000,5,0,0,1,0,0,0,0,0,0,973
29891,c:10272,d,13500000,5,0,0,0,0,1,0,0,0,0,973
647,c:924,b,12000000,2,0,0,1,0,0,0,0,0,0,973
91,c:47,c,44000000,1,0,0,0,1,0,0,0,0,0,973
18701,c:64015,a,5000000,0,1,0,0,0,0,0,0,0,0,973
335,c:429,c,70000000,5,0,0,0,1,0,0,0,0,0,973
11352,c:21025,c,7110000,0,0,0,0,1,0,0,0,0,0,973
637,c:959,c,30000000,1,0,0,0,1,0,0,0,0,0,973
13068,c:63918,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,974
30266,c:214352,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,974
136,c:169,a,6852075.901187812016,2,1,0,0,0,0,0,0,0,0,974
275,c:325,b,5000000,1,0,0,1,0,0,0,0,0,0,974
21591,c:178628,seed,25000,1,0,0,0,0,0,0,0,0,1,974
9183,c:18472,b,2700000,2,0,0,1,0,0,0,0,0,0,974
1024,c:1552,b,20000000,5,0,0,1,0,0,0,0,0,0,974
16865,c:47751,angel,200000,1,0,1,0,0,0,0,0,0,0,974
16657,c:80968,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,974
20590,c:22,c,2575000,1,0,0,0,1,0,0,0,0,0,974
3977,c:17635,seed,140000,0,0,0,0,0,0,0,0,0,1,974
31887,c:69630,seed,200000,2,0,0,0,0,0,0,0,0,1,974
182,c:206,b,7500000,3,0,0,1,0,0,0,0,0,0,974
20638,c:173050,angel,2522200,0,0,1,0,0,0,0,0,0,0,974
23938,c:211137,a,5708053,1,1,0,0,0,0,0,0,0,0,974
21405,c:177629,seed,12611,1,0,0,0,0,0,0,0,0,1,974
4473,c:20581,a,6000000,2,1,0,0,0,0,0,0,0,0,974
2984,c:1669,b,10000000,2,0,0,1,0,0,0,0,0,0,974
5843,c:16697,a,2250000,2,1,0,0,0,0,0,0,0,0,974
26890,c:157661,seed,1750000,2,0,0,0,0,0,0,0,0,1,974
3543,c:15533,b,5200000,3,0,0,1,0,0,0,0,0,0,974
8213,c:42017,a,6000000,0,1,0,0,0,0,0,0,0,0,974
20030,c:167154,a,1000000,0,1,0,0,0,0,0,0,0,0,974
22657,c:54869,angel,100000,0,0,1,0,0,0,0,0,0,0,974
11010,c:27884,b,2490000,4,0,0,1,0,0,0,0,0,0,974
24411,c:69783,seed,866032.61638225255973,2,0,0,0,0,0,0,0,0,1,975
1213,c:1766,c,8730000,3,0,0,0,1,0,0,0,0,0,975
31478,c:282428,seed,560000,0,0,0,0,0,0,0,0,0,1,975
19442,c:58718,seed,25000,1,0,0,0,0,0,0,0,0,1,975
16271,c:2226,b,5000000,0,0,0,1,0,0,0,0,0,0,975
5909,c:27938,b,8000000,4,0,0,1,0,0,0,0,0,0,975
11686,c:55658,a,11000000,3,1,0,0,0,0,0,0,0,0,975
16522,c:44284,a,2390282,2,1,0,0,0,0,0,0,0,0,975
8580,c:13730,a,1500000,1,1,0,0,0,0,0,0,0,0,975
23399,c:62730,seed,500000,1,0,0,0,0,0,0,0,0,1,975
1196,c:1209,b,9500000,3,0,0,1,0,0,0,0,0,0,975
6374,c:31130,a,2500000,0,1,0,0,0,0,0,0,0,0,975
6362,c:12167,a,2500000,0,1,0,0,0,0,0,0,0,0,976
3944,c:17158,a,2400000,1,1,0,0,0,0,0,0,0,0,976
6684,c:32819,a,5400000,1,1,0,0,0,0,0,0,0,0,976
4687,c:9989,angel,500000,0,0,1,0,0,0,0,0,0,0,976
28131,c:230290,a,10000000,2,1,0,0,0,0,0,0,0,0,976
28129,c:147079,a,2000000,5,1,0,0,0,0,0,0,0,0,976
31859,c:188238,angel,750000,0,0,1,0,0,0,0,0,0,0,976
16398,c:42166,seed,1000000,3,0,0,0,0,0,0,0,0,1,976
24053,c:175927,angel,150000,1,0,1,0,0,0,0,0,0,0,976
29006,c:58433,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,976
9499,c:13153,angel,306086,0,0,1,0,0,0,0,0,0,0,976
28178,c:261215,seed,500000,1,0,0,0,0,0,0,0,0,1,977
20267,c:170390,a,6500000,4,1,0,0,0,0,0,0,0,0,977
2915,c:10544,a,3000000,3,1,0,0,0,0,0,0,0,0,977
8995,c:44717,a,12000000,2,1,0,0,0,0,0,0,0,0,978
28210,c:172804,seed,460000,1,0,0,0,0,0,0,0,0,1,978
4453,c:20517,b,8000000,2,0,0,1,0,0,0,0,0,0,978
8252,c:42150,a,16000000,4,1,0,0,0,0,0,0,0,0,978
26778,c:37495,a,5000000,4,1,0,0,0,0,0,0,0,0,978
29183,c:268276,seed,300000,0,0,0,0,0,0,0,0,0,1,978
5246,c:24892,b,101800000,3,0,0,1,0,0,0,0,0,0,978
28668,c:49139,d,6591448,0,0,0,0,0,1,0,0,0,0,978
26597,c:219370,seed,492625,0,0,0,0,0,0,0,0,0,1,979
15922,c:72136,a,20000000,3,1,0,0,0,0,0,0,0,0,979
28291,c:262038,seed,1600000,4,0,0,0,0,0,0,0,0,1,979
11663,c:25733,a,6500000,3,1,0,0,0,0,0,0,0,0,979
10685,c:29312,b,9000000,4,0,0,1,0,0,0,0,0,0,979
21609,c:169785,c,23000000,4,0,0,0,1,0,0,0,0,0,979
10222,c:29361,a,12000000,3,1,0,0,0,0,0,0,0,0,980
26824,c:53757,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,980
15942,c:23951,a,11000000,4,1,0,0,0,0,0,0,0,0,980
13848,c:9624,b,12000000,3,0,0,1,0,0,0,0,0,0,980
16701,c:5147,seed,1000000,2,0,0,0,0,0,0,0,0,1,980
11751,c:43907,a,19000000,0,1,0,0,0,0,0,0,0,0,981
23715,c:50264,a,2500000,1,1,0,0,0,0,0,0,0,0,981
15022,c:72952,a,3410880,1,1,0,0,0,0,0,0,0,0,981
2930,c:10608,angel,500000,0,0,1,0,0,0,0,0,0,0,981
29604,c:61861,angel,1350000,6,0,1,0,0,0,0,0,0,0,981
11484,c:13640,a,3000000,1,1,0,0,0,0,0,0,0,0,981
22064,c:61664,c,80000000,2,0,0,0,1,0,0,0,0,0,981
21204,c:177869,a,230984,1,1,0,0,0,0,0,0,0,0,981
13743,c:17130,seed,55048,1,0,0,0,0,0,0,0,0,1,982
8061,c:41263,a,25000000,1,1,0,0,0,0,0,0,0,0,982
22860,c:75137,angel,75000,0,0,1,0,0,0,0,0,0,0,982
28308,c:150341,b,30000000,2,0,0,1,0,0,0,0,0,0,982
21748,c:44960,b,5500000,3,0,0,1,0,0,0,0,0,0,982
28324,c:83168,a,1500000,3,1,0,0,0,0,0,0,0,0,982
25536,c:62202,seed,50000,1,0,0,0,0,0,0,0,0,1,982
8217,c:37929,c,15000000,4,0,0,0,1,0,0,0,0,0,982
19580,c:79003,seed,250000,1,0,0,0,0,0,0,0,0,1,983
11748,c:56447,a,18000000,3,1,0,0,0,0,0,0,0,0,983
1732,c:3763,b,750000,2,0,0,1,0,0,0,0,0,0,983
7258,c:36591,b,12000000,3,0,0,1,0,0,0,0,0,0,984
20386,c:81399,a,4000000,1,1,0,0,0,0,0,0,0,0,984
23698,c:206763,a,1500000,1,1,0,0,0,0,0,0,0,0,984
29206,c:268360,seed,650000,0,0,0,0,0,0,0,0,0,1,984
3599,c:15693,c,5200000,1,0,0,0,1,0,0,0,0,0,984
16968,c:74928,a,1300000,1,1,0,0,0,0,0,0,0,0,984
23619,c:29150,seed,1250000,2,0,0,0,0,0,0,0,0,1,984
16006,c:32809,b,11000000,3,0,0,1,0,0,0,0,0,0,985
10974,c:43879,a,3730000,3,1,0,0,0,0,0,0,0,0,985
27645,c:256951,angel,525000,0,0,1,0,0,0,0,0,0,0,985
31557,c:191600,seed,1200000,8,0,0,0,0,0,0,0,0,1,985
28339,c:258620,a,6805883,0,1,0,0,0,0,0,0,0,0,985
9380,c:45649,a,1000000,1,1,0,0,0,0,0,0,0,0,985
26584,c:139295,c,34006738,0,0,0,0,1,0,0,0,0,0,985
10673,c:46186,b,18000000,4,0,0,1,0,0,0,0,0,0,985
28490,c:190682,a,2800000,2,1,0,0,0,0,0,0,0,0,985
18038,c:38799,a,3000000,5,1,0,0,0,0,0,0,0,0,986
14242,c:34275,c,4000000,3,0,0,0,1,0,0,0,0,0,986
11796,c:13984,b,11600000,4,0,0,1,0,0,0,0,0,0,986
11809,c:56745,b,9200000,0,0,0,1,0,0,0,0,0,0,986
18204,c:43210,b,16000000,2,0,0,1,0,0,0,0,0,0,986
3339,c:13801,seed,98064,0,0,0,0,0,0,0,0,0,1,986
22948,c:192604,angel,832099.38937198067634,1,0,1,0,0,0,0,0,0,0,986
29146,c:41181,a,4500000,0,1,0,0,0,0,0,0,0,0,986
20413,c:50556,a,11000000,1,1,0,0,0,0,0,0,0,0,986
12328,c:4892,c,10000000,4,0,0,0,1,0,0,0,0,0,986
16050,c:48769,a,6852075.901187812016,2,1,0,0,0,0,0,0,0,0,987
16056,c:47254,a,12000000,3,1,0,0,0,0,0,0,0,0,987
20003,c:36827,c,18500000,6,0,0,0,1,0,0,0,0,0,987
16058,c:62548,b,19000000,4,0,0,1,0,0,0,0,0,0,987
12267,c:58826,b,5580000,5,0,0,1,0,0,0,0,0,0,987
26544,c:240975,a,4500000,3,1,0,0,0,0,0,0,0,0,987
16046,c:30848,b,10000000,1,0,0,1,0,0,0,0,0,0,987
17924,c:45742,b,11894260.33982300885,4,0,0,1,0,0,0,0,0,0,987
5642,c:26574,a,8000000,1,1,0,0,0,0,0,0,0,0,987
2810,c:6979,b,24000000,3,0,0,1,0,0,0,0,0,0,987
22854,c:58845,seed,355000,4,0,0,0,0,0,0,0,0,1,988
29215,c:268390,seed,472360,0,0,0,0,0,0,0,0,0,1,988
16684,c:124074,a,3500000,2,1,0,0,0,0,0,0,0,0,988
2970,c:1528,b,6000000,2,0,0,1,0,0,0,0,0,0,988
6562,c:32052,a,16000000,5,1,0,0,0,0,0,0,0,0,988
30889,c:77042,seed,425000,1,0,0,0,0,0,0,0,0,1,988
28568,c:264740,seed,600000,3,0,0,0,0,0,0,0,0,1,989
28581,c:73387,a,5000000,1,1,0,0,0,0,0,0,0,0,989
3603,c:15709,b,5000000,1,0,0,1,0,0,0,0,0,0,989
29922,c:144958,b,12000000,1,0,0,1,0,0,0,0,0,0,989
28554,c:264639,seed,3000000,1,0,0,0,0,0,0,0,0,1,989
19373,c:162781,a,7719600,2,1,0,0,0,0,0,0,0,0,989
2168,c:3610,c,17000000,3,0,0,0,1,0,0,0,0,0,989
22814,c:61362,seed,500000,5,0,0,0,0,0,0,0,0,1,989
20458,c:171703,a,1200000,0,1,0,0,0,0,0,0,0,0,989
20460,c:171703,a,1200000,0,1,0,0,0,0,0,0,0,0,989
20463,c:171757,b,5000000,1,0,0,1,0,0,0,0,0,0,990
16076,c:21125,c,40000000,3,0,0,0,1,0,0,0,0,0,990
28673,c:64746,seed,750000,1,0,0,0,0,0,0,0,0,1,990
27047,c:70752,seed,1600000,2,0,0,0,0,0,0,0,0,1,991
25876,c:236379,seed,1000000,1,0,0,0,0,0,0,0,0,1,991
15361,c:39101,c,30000000,5,0,0,0,1,0,0,0,0,0,991
29076,c:267506,seed,3000398,0,0,0,0,0,0,0,0,0,1,991
4967,c:9658,a,6852075.901187812016,3,1,0,0,0,0,0,0,0,0,991
16089,c:67918,b,35000000,2,0,0,1,0,0,0,0,0,0,991
28713,c:78583,a,3000000,5,1,0,0,0,0,0,0,0,0,991
29082,c:267538,seed,360000,0,0,0,0,0,0,0,0,0,1,992
12621,c:60409,a,6852075.901187812016,1,1,0,0,0,0,0,0,0,0,992
3500,c:15259,angel,350000,1,0,1,0,0,0,0,0,0,0,992
24895,c:225273,b,10000000,2,0,0,1,0,0,0,0,0,0,992
28783,c:255381,seed,50000,3,0,0,0,0,0,0,0,0,1,992
27572,c:256677,seed,495000,0,0,0,0,0,0,0,0,0,1,992
16100,c:28356,d,41000000,0,0,0,0,0,1,0,0,0,0,992
8684,c:9675,b,7500000,2,0,0,1,0,0,0,0,0,0,992
13971,c:71679,angel,383238,2,0,1,0,0,0,0,0,0,0,993
16112,c:34239,a,5800000,7,1,0,0,0,0,0,0,0,0,993
20528,c:46007,b,42500000,7,0,0,1,0,0,0,0,0,0,993
10643,c:14333,a,6000000,2,1,0,0,0,0,0,0,0,0,993
20665,c:41824,b,10000000,2,0,0,1,0,0,0,0,0,0,993
6412,c:25492,c,27620000,3,0,0,0,1,0,0,0,0,0,993
28849,c:255440,a,1000000,1,1,0,0,0,0,0,0,0,0,993
24241,c:216771,seed,1200000,0,0,0,0,0,0,0,0,0,1,993
11289,c:5801,a,1500000,11,1,0,0,0,0,0,0,0,0,993
26526,c:45349,seed,3427500,0,0,0,0,0,0,0,0,0,1,993
31576,c:282894,seed,600000,0,0,0,0,0,0,0,0,0,1,993
15055,c:80233,a,6000000,0,1,0,0,0,0,0,0,0,0,994
11862,c:36799,b,13000000,3,0,0,1,0,0,0,0,0,0,994
29000,c:217982,seed,225000,0,0,0,0,0,0,0,0,0,1,994
6585,c:9772,seed,600000,7,0,0,0,0,0,0,0,0,1,994
16160,c:31804,a,20100000,2,1,0,0,0,0,0,0,0,0,994
12393,c:52323,a,800000,1,1,0,0,0,0,0,0,0,0,994
19246,c:60371,b,16000000,4,0,0,1,0,0,0,0,0,0,994
16133,c:110795,a,50000000,0,1,0,0,0,0,0,0,0,0,994
25213,c:224414,seed,866032.61638225255973,1,0,0,0,0,0,0,0,0,1,995
11900,c:57280,b,6000000,1,0,0,1,0,0,0,0,0,0,995
21692,c:66795,seed,220000,1,0,0,0,0,0,0,0,0,1,995
21252,c:178293,seed,25000,1,0,0,0,0,0,0,0,0,1,996
27794,c:69735,a,2500000,2,1,0,0,0,0,0,0,0,0,996
2409,c:251,b,10000000,1,0,0,1,0,0,0,0,0,0,996
12336,c:59089,b,4000000,2,0,0,1,0,0,0,0,0,0,996
3012,c:11363,c,70000000,6,0,0,0,1,0,0,0,0,0,996
18313,c:154892,seed,866032.61638225255973,0,0,0,0,0,0,0,0,0,1,996
31229,c:134145,a,6852075.901187812016,4,1,0,0,0,0,0,0,0,0,996
19700,c:74331,angel,300000,0,0,1,0,0,0,0,0,0,0,996
18016,c:44771,seed,150000,1,0,0,0,0,0,0,0,0,1,996
11924,c:57502,b,30000000,2,0,0,1,0,0,0,0,0,0,996
26697,c:85014,seed,203112,2,0,0,0,0,0,0,0,0,1,996
29046,c:206890,seed,1099999,0,0,0,0,0,0,0,0,0,1,996
7952,c:40466,d,8200000,5,0,0,0,0,1,0,0,0,0,997
20560,c:172522,a,1200000,1,1,0,0,0,0,0,0,0,0,997
20563,c:172562,a,2000000,1,1,0,0,0,0,0,0,0,0,997
28942,c:194988,seed,1415260,1,0,0,0,0,0,0,0,0,1,997
20584,c:54666,a,1000000,0,1,0,0,0,0,0,0,0,0,998
20418,c:45812,c,610000,0,0,0,0,1,0,0,0,0,0,998
20585,c:44628,a,3600000,6,1,0,0,0,0,0,0,0,0,998
29057,c:267408,a,33000000,4,1,0,0,0,0,0,0,0,0,998
