acquired_object_id,AUD,CAD,EUR,GBP,JPY,SEK,USD,cash,cash_and_stock,stock,acquired_time_since_founded
c:42612,0,0,0,0,0,0,1,1,0,0,[236.]
c:111733,0,0,0,0,0,0,1,0,0,0,[236.]
c:67879,0,0,0,0,0,0,1,0,0,1,[241.]
c:60853,0,0,0,0,0,0,1,0,0,0,[243.]
c:74604,0,0,0,0,0,0,1,0,0,0,[243.]
c:59306,0,0,0,0,0,0,1,0,0,0,[243.]
c:269032,0,0,0,0,0,0,1,0,0,1,[243.]
c:242649,0,0,0,0,0,0,1,1,0,0,[243.]
c:161957,0,0,0,0,0,0,1,0,0,0,[244.]
c:166854,0,0,0,0,0,0,1,0,0,0,[247.]
c:175604,0,0,0,0,0,0,1,0,0,0,[248.]
c:59791,0,0,0,0,0,0,1,0,0,0,[249.]
c:67293,0,0,0,0,0,0,1,0,0,0,[251.]
c:43951,0,0,0,0,0,0,1,0,0,0,[251.]
c:163905,0,0,0,0,0,0,1,0,1,0,[255.]
c:47959,0,0,0,0,0,0,1,0,0,0,[256.]
c:22827,0,0,0,0,0,0,1,0,0,0,[256.]
c:164907,0,0,0,0,0,0,1,0,0,0,[257.]
c:29863,0,0,0,0,0,0,1,0,0,0,[259.]
c:167214,0,0,0,0,0,0,1,0,0,0,[260.]
c:30309,0,0,0,0,0,0,1,0,1,0,[261.]
c:141594,0,0,0,0,0,0,1,0,0,0,[262.]
c:237080,0,0,0,0,0,0,1,0,0,0,[262.]
c:187825,0,0,0,0,0,0,1,0,0,0,[267.]
c:193355,0,0,0,0,0,0,1,0,1,0,[269.]
c:29467,0,0,0,0,0,0,1,0,0,0,[272.]
c:72434,0,0,0,0,0,0,1,0,1,0,[273.]
c:29654,0,0,0,0,0,0,1,0,0,0,[273.]
c:147231,0,0,0,0,0,0,1,0,0,0,[275.]
c:147231,0,0,0,0,0,0,1,0,0,0,[275.]
c:158723,0,0,0,0,0,0,1,1,0,0,[278.]
c:33404,0,0,0,0,0,0,1,0,0,0,[278.]
c:39791,0,0,0,0,0,0,1,0,0,0,[284.]
c:32681,0,0,0,0,0,0,1,0,0,0,[285.]
c:33293,0,0,0,0,0,0,1,0,0,0,[288.]
c:190514,0,0,0,0,0,0,1,1,0,0,[288.]
c:160272,0,0,0,0,0,0,1,0,0,0,[289.]
c:152413,0,0,0,0,0,0,1,0,0,0,[292.]
c:66009,0,0,0,0,0,0,1,0,0,1,[296.]
c:66107,0,0,0,0,0,0,1,0,0,0,[299.]
c:161666,0,0,0,0,0,0,1,0,0,0,[300.]
c:85414,0,0,0,0,0,0,1,0,0,0,[300.]
c:60638,0,0,0,0,0,0,1,0,0,0,[301.]
c:85593,0,0,0,0,0,0,1,0,0,0,[302.]
c:190214,0,0,0,0,0,0,1,0,0,0,[304.]
c:123604,0,0,0,0,0,0,1,0,0,0,[305.]
c:77520,0,0,0,0,0,0,1,0,1,0,[313.]
c:71968,0,0,0,0,0,0,1,0,0,0,[313.]
c:167369,0,0,0,0,0,0,1,0,0,0,[314.]
c:44287,0,0,0,0,0,0,1,0,0,0,[315.]
c:56051,0,0,0,0,0,0,1,0,0,0,[321.]
c:42507,0,0,0,0,0,0,1,1,0,0,[326.]
c:78368,0,0,0,0,0,0,1,0,0,0,[330.]
c:56306,0,0,0,0,0,0,1,0,0,0,[334.]
c:26563,0,0,0,0,0,0,1,0,0,0,[334.]
c:5783,0,0,0,0,0,0,1,0,0,0,[335.]
c:283482,0,0,0,0,0,0,1,0,0,0,[335.]
c:1475,0,0,0,0,0,0,1,0,1,0,[335.]
c:68470,0,0,0,0,0,0,1,0,0,0,[335.]
c:7323,0,0,0,0,0,0,1,0,0,0,[336.]
c:45319,0,0,0,0,0,0,1,0,0,0,[337.]
c:82387,0,0,0,0,0,0,1,0,0,0,[339.]
c:43179,0,0,0,0,0,0,1,0,0,0,[342.]
c:239896,0,0,0,0,0,0,1,0,0,0,[344.]
c:5031,0,0,0,0,0,0,1,0,1,0,[345.]
c:62974,0,0,0,0,0,0,1,0,0,0,[346.]
c:23354,0,0,0,0,0,0,1,0,0,0,[347.]
c:44127,0,0,0,0,0,0,1,1,0,0,[347.]
c:1102,0,0,0,0,0,0,1,0,0,0,[350.]
c:101340,0,0,0,0,0,0,1,0,0,0,[353.]
c:66801,0,0,0,0,0,0,1,0,0,0,[354.]
c:151854,0,0,0,0,0,0,1,0,0,0,[354.]
c:43595,0,0,0,0,0,0,1,0,0,0,[356.]
c:138993,0,0,0,0,0,0,1,0,0,0,[358.]
c:177610,0,0,0,0,0,0,1,0,0,0,[365.]
c:225280,0,0,0,0,0,0,1,0,0,0,[365.]
c:77431,0,0,0,0,0,0,1,1,0,0,[365.]
c:24415,0,0,0,0,0,0,1,0,0,1,[365.]
c:2566,0,0,0,0,0,0,1,0,0,0,[366.]
c:85593,0,0,0,0,0,0,1,0,1,0,[366.]
c:46269,0,0,0,0,0,0,1,0,0,0,[367.]
c:9378,0,0,0,0,0,0,1,0,0,0,[369.]
c:172974,0,0,0,0,0,0,1,0,0,0,[370.]
c:50527,0,0,0,0,0,0,1,0,0,0,[374.]
c:268806,0,0,0,0,0,0,1,0,0,0,[374.]
c:19325,0,0,0,0,0,0,1,1,0,0,[375.]
c:149257,0,0,0,0,0,0,1,0,0,0,[377.]
c:51929,0,0,0,0,0,0,1,0,0,0,[378.]
c:60281,0,0,0,0,0,0,1,0,0,0,[379.]
c:166772,0,0,0,0,0,0,1,0,0,0,[383.]
c:61242,0,0,0,0,0,0,1,0,1,0,[385.]
c:53263,0,0,0,0,0,0,1,0,0,0,[389.]
c:2960,0,0,0,0,0,0,1,0,0,0,[392.]
c:26738,0,0,0,0,0,0,1,0,0,1,[393.]
c:65337,0,0,0,0,0,0,1,1,0,0,[394.]
c:9401,0,0,0,0,0,0,1,0,0,0,[395.]
c:53885,0,0,0,0,0,0,1,0,0,0,[395.]
c:54409,0,0,0,0,0,0,1,0,0,0,[395.]
c:179561,0,0,0,0,0,0,1,0,0,0,[396.]
c:23011,0,0,0,0,0,0,1,0,1,0,[396.]
c:70716,0,0,0,0,1,0,0,1,0,0,[396.]
c:41400,0,0,0,0,0,0,1,0,0,0,[396.]
c:67756,0,0,0,0,0,0,1,0,0,0,[397.]
c:60521,0,0,0,0,0,0,1,0,0,1,[402.]
c:148139,0,0,0,0,0,0,1,0,0,0,[407.]
c:188604,0,0,0,0,0,0,1,0,0,0,[408.]
c:62926,0,0,0,0,0,0,1,1,0,0,[408.]
c:86161,0,0,0,0,0,0,1,0,0,0,[409.]
c:182454,0,0,0,0,0,0,1,0,0,0,[409.]
c:162799,0,0,0,1,0,0,0,1,0,0,[409.]
c:28842,0,0,0,0,0,0,1,0,0,0,[418.]
c:54943,0,0,0,0,0,0,1,0,0,0,[421.]
c:168436,0,0,0,0,0,0,1,0,0,0,[422.]
c:136471,0,0,0,0,0,0,1,0,0,0,[422.]
c:23404,0,0,0,0,0,0,1,0,1,0,[423.]
c:145,0,0,0,0,0,0,1,0,1,0,[425.]
c:21343,0,0,0,0,0,0,1,0,0,0,[425.]
c:71644,0,0,0,0,0,0,1,0,0,0,[425.]
c:3531,0,0,0,0,0,0,1,0,0,0,[425.]
c:394,0,0,0,0,0,0,1,1,0,0,[426.]
c:161793,0,0,0,0,0,0,1,0,0,0,[426.]
c:27850,0,0,0,0,0,0,1,0,0,0,[427.]
c:157794,0,0,0,0,0,0,1,0,0,0,[427.]
c:57248,0,0,0,0,0,0,1,0,0,0,[427.]
c:400,0,0,0,0,0,0,1,0,0,0,[427.]
c:173610,0,0,0,0,0,0,1,0,0,1,[429.]
c:23221,0,0,0,0,0,0,1,0,0,0,[429.]
c:66677,0,0,0,0,0,0,1,0,0,0,[434.]
c:44839,0,0,0,0,0,0,1,0,1,0,[436.]
c:237136,0,0,0,0,0,0,1,0,0,0,[436.]
c:65944,0,0,0,0,0,0,1,0,0,0,[439.]
c:74703,0,0,0,0,0,0,1,1,0,0,[440.]
c:49769,0,0,0,0,0,0,1,0,0,0,[443.]
c:152474,0,0,0,0,0,0,1,0,0,0,[444.]
c:157526,0,0,0,0,0,0,1,0,0,0,[445.]
c:70115,0,0,0,0,0,0,1,0,0,0,[445.]
c:158905,0,0,0,0,0,0,1,0,0,0,[448.]
c:181962,0,0,0,0,0,0,1,0,0,0,[451.]
c:141174,0,0,0,0,0,0,1,0,0,0,[454.]
c:153380,0,0,0,0,0,0,1,1,0,0,[455.]
c:23412,0,0,0,0,0,0,1,0,0,0,[455.]
c:19687,0,0,0,0,0,0,1,0,0,0,[456.]
c:72,0,0,0,0,0,0,1,1,0,0,[456.]
c:21061,0,0,0,0,0,0,1,0,1,0,[456.]
c:152853,0,0,0,0,0,0,1,0,0,0,[457.]
c:510,0,0,0,0,0,0,1,0,0,0,[458.]
c:2037,0,0,0,0,0,0,1,1,0,0,[460.]
c:73150,0,0,0,0,0,0,1,0,0,0,[460.]
c:1760,0,0,0,0,0,0,1,0,0,0,[461.]
c:459,0,0,0,0,0,0,1,0,0,0,[461.]
c:1923,0,0,0,0,0,0,1,0,0,0,[463.]
c:114,0,0,0,0,0,0,1,1,0,0,[465.]
c:57940,0,0,0,0,0,0,1,0,1,0,[465.]
c:147592,0,0,0,0,0,0,1,0,0,0,[465.]
c:37158,0,0,0,0,0,0,1,0,0,0,[465.]
c:13743,0,0,1,0,0,0,0,1,0,0,[466.]
c:84262,0,0,0,0,0,0,1,0,0,0,[466.]
c:86003,0,0,0,0,0,0,1,0,0,0,[468.]
c:45858,0,0,0,0,0,0,1,0,0,0,[468.]
c:195884,0,0,0,0,0,0,1,0,0,0,[468.]
c:163148,0,0,0,0,0,0,1,0,0,0,[468.]
c:153526,0,0,0,1,0,0,0,0,1,0,[471.]
c:198477,0,0,0,0,0,0,1,0,0,0,[472.]
c:22881,0,0,0,0,0,0,1,0,0,0,[473.]
c:26704,0,0,0,0,0,0,1,0,0,0,[476.]
c:10393,0,0,0,0,0,0,1,0,0,0,[476.]
c:55122,0,0,0,0,0,0,1,0,0,0,[477.]
c:141274,0,0,0,0,0,0,1,0,0,0,[478.]
c:68774,0,0,0,0,0,0,1,0,0,0,[479.]
c:148255,0,0,0,0,0,0,1,0,0,0,[479.]
c:75599,0,0,0,0,0,0,1,0,0,0,[483.]
c:64280,0,0,0,0,0,0,1,1,0,0,[483.]
c:64280,0,0,0,0,0,0,1,1,0,0,[483.]
c:8231,0,0,0,0,0,0,1,0,0,0,[483.]
c:141425,0,0,0,0,0,0,1,0,0,0,[484.]
c:85734,0,0,0,0,0,0,1,0,0,0,[484.]
c:9740,0,0,0,0,0,0,1,0,0,0,[484.]
c:34439,0,0,0,0,0,0,1,0,0,0,[485.]
c:172732,0,0,0,0,0,0,1,0,0,0,[486.]
c:22916,0,0,0,0,0,0,1,0,0,0,[486.]
c:2880,0,0,0,0,0,0,1,0,0,0,[486.]
c:57114,0,0,0,0,0,0,1,0,0,0,[487.]
c:44009,0,0,0,0,0,0,1,0,0,0,[487.]
c:173489,0,0,0,0,0,0,1,0,0,0,[487.]
c:907,0,0,0,0,0,0,1,1,0,0,[487.]
c:43129,0,0,0,0,0,0,1,0,0,0,[494.]
c:166841,0,0,0,0,0,0,1,0,0,0,[496.]
c:78827,0,0,0,0,0,0,1,0,1,0,[499.]
c:65826,0,0,0,0,0,0,1,0,0,0,[500.]
c:152732,0,0,0,0,0,0,1,0,0,0,[501.]
c:13674,0,0,0,0,0,0,1,0,0,0,[502.]
c:47671,0,0,0,0,0,0,1,0,0,0,[502.]
c:62391,0,0,0,0,0,0,1,0,0,0,[502.]
c:150658,0,0,0,0,0,0,1,0,0,0,[503.]
c:163104,0,0,0,0,0,0,1,0,0,0,[503.]
c:64703,0,0,0,0,0,0,1,1,0,0,[504.]
c:2645,0,0,0,0,0,0,1,0,0,0,[505.]
c:62725,0,0,0,0,0,0,1,0,0,0,[507.]
c:161085,0,0,0,0,0,0,1,1,0,0,[507.]
c:84024,0,0,0,0,0,0,1,0,0,0,[508.]
c:48551,0,0,0,0,0,0,1,0,0,0,[509.]
c:32985,0,0,0,0,0,0,1,0,0,0,[515.]
c:172732,0,0,0,0,0,0,1,0,0,0,[515.]
c:146622,0,0,0,0,0,0,1,0,0,0,[516.]
c:332,0,0,0,0,0,0,1,0,1,0,[516.]
c:84161,0,0,0,0,0,0,1,0,0,0,[516.]
c:11003,0,0,0,0,0,0,1,0,0,0,[517.]
c:49820,0,0,0,0,0,0,1,1,0,0,[517.]
c:59074,0,0,0,0,0,0,1,0,1,0,[518.]
c:60457,0,0,0,0,0,0,1,0,0,0,[518.]
c:5412,0,0,0,0,0,0,1,0,0,0,[518.]
c:148088,0,0,0,0,0,0,1,0,0,0,[519.]
c:2413,0,0,0,0,0,0,1,0,0,0,[519.]
c:3502,0,0,0,0,0,0,1,0,0,0,[521.]
c:195828,0,0,0,0,0,0,1,0,0,0,[522.]
c:160680,0,0,0,0,0,0,1,0,0,0,[522.]
c:13020,0,0,0,0,0,0,1,1,0,0,[523.]
c:63653,0,0,0,0,0,0,1,0,1,0,[525.]
c:154086,0,0,0,0,0,0,1,0,1,0,[525.]
c:51319,0,0,0,0,0,0,1,0,0,0,[525.]
c:19658,0,0,0,0,0,0,1,0,0,0,[527.]
c:54837,0,0,0,0,0,0,1,0,0,0,[530.]
c:140737,0,0,0,0,0,0,1,0,0,0,[530.]
c:47671,0,0,0,0,0,0,1,0,0,0,[530.]
c:81051,0,0,0,0,0,0,1,0,0,0,[533.]
c:18192,0,0,0,0,0,0,1,0,0,0,[535.]
c:21621,0,0,0,0,0,0,1,0,0,0,[535.]
c:39714,0,0,0,0,0,0,1,0,0,0,[536.]
c:6996,0,0,0,0,0,0,1,0,1,0,[536.]
c:51384,0,0,0,0,0,0,1,0,0,0,[537.]
c:65595,0,0,0,0,0,0,1,0,0,0,[539.]
c:37642,0,0,1,0,0,0,0,0,0,1,[540.]
c:58286,0,0,0,0,0,0,1,1,0,0,[542.]
c:101436,0,0,0,0,0,0,1,0,0,1,[546.]
c:46129,0,0,0,0,0,0,1,0,0,0,[546.]
c:43413,0,0,0,0,0,0,1,0,0,0,[548.]
c:151444,0,0,0,0,0,0,1,0,0,0,[548.]
c:49374,0,0,0,0,0,0,1,0,0,0,[548.]
c:152236,0,0,0,0,0,0,1,0,1,0,[549.]
c:81,0,0,0,0,0,0,1,0,0,0,[549.]
c:71729,0,0,0,0,0,0,1,0,0,0,[549.]
c:16157,0,0,0,0,0,0,1,0,0,0,[549.]
c:148964,0,0,0,0,0,0,1,0,0,0,[550.]
c:74417,0,0,0,0,0,0,1,0,0,0,[550.]
c:176655,0,0,0,0,0,0,1,0,0,0,[550.]
c:57730,0,0,0,0,0,0,1,0,0,0,[551.]
c:29075,0,0,0,0,0,0,1,0,1,0,[551.]
c:170778,0,0,0,0,0,0,1,0,0,0,[552.]
c:79674,0,0,0,0,0,0,1,0,0,0,[555.]
c:999,0,0,0,0,0,0,1,0,0,0,[555.]
c:179565,0,0,0,0,0,0,1,0,0,0,[561.]
c:29170,0,0,0,0,0,0,1,0,0,0,[561.]
c:152915,0,0,0,0,0,0,1,0,0,0,[561.]
c:71371,0,0,0,0,0,0,1,0,0,0,[561.]
c:189852,0,0,0,0,0,0,1,0,0,0,[562.]
c:62802,0,0,0,0,0,0,1,0,0,0,[562.]
c:82385,0,0,0,0,0,0,1,0,0,0,[562.]
c:238562,0,0,0,0,0,0,1,0,0,0,[563.]
c:58821,0,0,0,0,0,0,1,0,0,0,[563.]
c:56138,0,0,0,0,0,0,1,0,0,0,[563.]
c:147249,0,0,0,0,0,0,1,0,0,0,[566.]
c:170071,0,0,0,0,0,0,1,1,0,0,[568.]
c:53683,0,0,0,0,0,0,1,0,0,0,[571.]
c:363,0,0,0,0,0,0,1,0,1,0,[572.]
c:117022,0,0,0,0,0,0,1,0,0,0,[573.]
c:34549,0,0,0,0,0,0,1,1,0,0,[573.]
c:31658,0,0,0,0,0,0,1,0,0,0,[577.]
c:151958,0,0,0,0,0,0,1,0,0,0,[578.]
c:151958,0,0,0,0,0,0,1,0,0,0,[578.]
c:75593,0,0,0,0,0,0,1,0,0,0,[578.]
c:41816,0,0,0,0,0,0,1,0,0,0,[580.]
c:45214,0,0,0,0,0,0,1,0,0,0,[580.]
c:136863,0,0,0,0,0,0,1,0,0,0,[580.]
c:10893,0,0,0,0,0,0,1,0,0,0,[581.]
c:25874,0,0,0,0,0,0,1,1,0,0,[583.]
c:60297,0,0,0,0,0,0,1,0,0,0,[583.]
c:188537,0,0,0,0,0,0,1,0,0,0,[585.]
c:32624,0,0,0,0,0,0,1,0,0,0,[585.]
c:64943,0,0,0,0,0,0,1,0,0,0,[588.]
c:48035,0,0,0,0,0,0,1,0,1,0,[588.]
c:63077,0,0,0,0,0,0,1,0,0,0,[594.]
c:4529,0,0,0,0,0,0,1,0,0,0,[597.]
c:281298,0,0,0,0,0,0,1,0,0,0,[597.]
c:84608,0,0,0,0,0,0,1,0,0,0,[598.]
c:78937,0,0,0,0,0,0,1,0,0,0,[600.]
c:10215,0,0,0,0,0,0,1,0,0,0,[600.]
c:3023,0,0,0,0,0,0,1,0,0,0,[602.]
c:29189,0,0,0,0,0,0,1,0,0,0,[603.]
c:139237,0,0,0,0,0,0,1,1,0,0,[604.]
c:1217,0,0,0,0,0,0,1,0,0,0,[606.]
c:63,0,0,0,0,0,0,1,0,0,1,[607.]
c:33507,0,0,0,0,0,0,1,0,0,0,[607.]
c:57420,0,0,0,0,0,0,1,0,0,0,[608.]
c:238128,0,0,0,0,0,0,1,0,0,0,[608.]
c:141988,0,0,0,0,0,0,1,0,0,0,[609.]
c:47064,0,0,0,0,0,0,1,0,0,0,[609.]
c:1384,0,0,0,0,0,0,1,1,0,0,[611.]
c:9352,0,0,0,0,0,0,1,0,0,0,[613.]
c:162116,0,0,0,0,0,0,1,0,0,0,[613.]
c:51721,0,0,0,0,0,0,1,0,0,0,[614.]
c:43526,0,0,0,0,0,0,1,0,0,0,[616.]
c:80189,0,0,0,0,0,0,1,0,0,0,[617.]
c:157361,0,0,0,0,0,0,1,0,0,0,[617.]
c:29768,0,0,0,0,0,0,1,0,0,0,[619.]
c:30046,0,0,0,0,0,0,1,0,1,0,[619.]
c:265062,0,0,0,0,0,0,1,0,0,0,[620.]
c:44830,0,0,0,0,0,0,1,0,0,0,[621.]
c:19435,0,0,0,0,0,0,1,0,0,0,[621.]
c:176648,0,0,0,0,0,0,1,0,0,0,[622.]
c:1607,0,0,0,0,0,0,1,0,1,0,[622.]
c:83974,0,0,0,0,0,0,1,0,1,0,[623.]
c:1408,0,0,0,0,0,0,1,0,0,0,[623.]
c:78624,0,0,0,0,0,0,1,0,0,0,[624.]
c:264984,0,0,0,0,0,0,1,0,0,0,[624.]
c:171825,0,0,0,0,0,0,1,0,0,0,[625.]
c:1193,0,0,0,0,0,0,1,0,0,0,[626.]
c:4794,0,0,0,0,0,0,1,1,0,0,[629.]
c:6011,0,0,0,0,0,0,1,0,0,0,[630.]
c:240236,0,0,0,0,0,0,1,0,0,0,[632.]
c:22768,0,0,0,0,0,0,1,1,0,0,[632.]
c:152732,0,0,0,0,0,0,1,0,0,0,[632.]
c:7352,0,0,0,0,0,0,1,0,0,0,[632.]
c:20637,0,0,0,0,0,0,1,0,0,0,[634.]
c:79315,0,0,0,0,0,0,1,0,0,0,[636.]
c:106325,0,0,0,0,0,0,1,0,0,0,[637.]
c:62776,0,0,0,0,0,0,1,0,0,0,[637.]
c:314,0,0,0,0,0,0,1,1,0,0,[638.]
c:30,0,0,0,0,0,0,1,1,0,0,[639.]
c:58539,0,0,0,0,0,0,1,0,0,1,[642.]
c:19372,0,0,0,0,0,0,1,0,0,0,[645.]
c:28103,0,0,0,0,0,0,1,0,0,0,[645.]
c:175040,0,0,0,0,0,0,1,0,1,0,[646.]
c:168721,0,0,0,0,0,0,1,0,0,0,[647.]
c:68153,0,0,0,0,0,0,1,0,0,0,[647.]
c:32118,0,0,0,0,0,0,1,0,0,0,[651.]
c:162362,0,0,0,0,0,0,1,0,0,0,[651.]
c:149809,0,0,0,0,0,0,1,0,0,0,[651.]
c:269410,0,0,0,0,0,0,1,0,0,0,[655.]
c:9811,0,0,0,0,0,0,1,0,0,0,[655.]
c:58225,0,0,0,0,0,0,1,0,0,0,[656.]
c:171777,0,0,0,0,0,0,1,0,0,0,[657.]
c:49935,0,0,0,0,0,0,1,0,0,0,[657.]
c:158885,0,0,0,0,0,0,1,0,0,0,[661.]
c:312,0,0,0,0,0,0,1,0,0,0,[662.]
c:144457,0,0,0,0,0,0,1,0,0,0,[663.]
c:4698,0,0,0,0,0,0,1,0,1,0,[665.]
c:3977,0,0,0,0,0,0,1,1,0,0,[669.]
c:7129,0,0,0,0,0,0,1,0,1,0,[669.]
c:341,0,0,0,0,0,0,1,1,0,0,[669.]
c:101944,0,0,0,0,0,0,1,0,0,0,[669.]
c:192,0,0,0,0,0,0,1,1,0,0,[669.]
c:57853,0,0,0,0,0,0,1,0,0,0,[669.]
c:35259,0,0,0,0,0,0,1,0,0,0,[670.]
c:84158,0,0,0,0,0,0,1,0,0,0,[670.]
c:16984,0,0,0,0,0,0,1,0,1,0,[670.]
c:25276,0,0,0,0,0,0,1,1,0,0,[670.]
c:3207,0,0,0,0,0,0,1,0,0,0,[671.]
c:1722,0,0,0,0,0,0,1,1,0,0,[671.]
c:57863,0,0,0,0,0,0,1,0,0,0,[672.]
c:43790,0,0,0,0,0,0,1,1,0,0,[675.]
c:270159,0,0,0,0,0,0,1,0,1,0,[676.]
c:1001,0,0,0,0,0,0,1,0,1,0,[679.]
c:145161,0,0,0,0,0,0,1,0,0,0,[679.]
c:1278,0,0,0,0,0,0,1,1,0,0,[679.]
c:65620,0,0,0,0,0,0,1,0,0,0,[680.]
c:21082,0,0,0,0,0,0,1,0,0,0,[680.]
c:116092,0,0,0,0,0,0,1,0,0,0,[681.]
c:74532,0,0,0,0,0,0,1,0,0,0,[684.]
c:3849,0,0,0,0,0,0,1,0,0,0,[687.]
c:11489,0,0,0,0,0,0,1,0,0,0,[688.]
c:39739,0,0,0,0,0,0,1,0,0,0,[689.]
c:3893,0,0,0,0,0,0,1,0,0,1,[690.]
c:281248,0,0,0,0,0,0,1,0,0,0,[690.]
c:2428,0,0,0,0,0,0,1,0,0,0,[691.]
c:162397,0,0,0,0,0,0,1,0,0,0,[693.]
c:37769,0,0,0,0,0,0,1,1,0,0,[693.]
c:84320,0,0,0,0,0,0,1,0,0,0,[694.]
c:798,0,0,0,0,0,0,1,1,0,0,[694.]
c:261146,0,0,0,0,0,0,1,0,0,1,[694.]
c:60580,0,0,0,0,0,0,1,0,0,0,[694.]
c:277249,0,0,0,0,0,0,1,0,0,0,[696.]
c:143106,0,0,0,0,0,0,1,0,0,0,[696.]
c:19809,0,0,0,0,0,0,1,0,0,0,[696.]
c:51168,0,0,0,0,0,0,1,1,0,0,[697.]
c:2391,0,0,0,0,0,0,1,0,0,0,[697.]
c:32541,0,0,0,0,0,0,1,1,0,0,[699.]
c:38121,0,0,0,0,0,0,1,0,0,0,[699.]
c:151364,0,0,0,0,0,0,1,0,0,0,[700.]
c:175951,0,0,0,0,0,0,1,1,0,0,[700.]
c:158398,0,0,0,0,0,0,1,0,0,0,[701.]
c:4130,0,0,0,0,0,0,1,0,0,0,[701.]
c:5923,0,0,0,0,0,0,1,0,0,0,[702.]
c:41006,0,0,0,0,0,0,1,0,0,0,[702.]
c:43263,0,0,0,0,0,0,1,0,0,0,[704.]
c:12631,0,0,0,0,0,0,1,0,0,0,[704.]
c:944,0,0,0,0,0,0,1,0,0,0,[705.]
c:80675,0,0,0,0,0,0,1,0,0,0,[705.]
c:64740,0,0,0,0,0,0,1,0,0,0,[706.]
c:36893,0,0,0,0,0,0,1,1,0,0,[709.]
c:36935,0,0,0,0,0,0,1,0,0,0,[710.]
c:9526,0,0,0,0,0,0,1,0,0,0,[712.]
c:61604,0,0,0,0,0,0,1,0,0,0,[712.]
c:181269,0,0,0,0,0,0,1,0,0,0,[712.]
c:20187,0,0,0,0,0,0,1,0,0,0,[714.]
c:34696,0,0,0,0,0,0,1,0,0,0,[715.]
c:264964,0,0,1,0,0,0,0,0,0,0,[716.]
c:67432,0,0,0,0,0,0,1,0,0,0,[720.]
c:103343,0,0,0,0,0,0,1,0,0,0,[720.]
c:141491,0,0,0,0,0,0,1,0,0,0,[721.]
c:69279,0,0,0,0,0,0,1,0,0,0,[721.]
c:38359,0,0,0,0,0,0,1,0,0,0,[721.]
c:44150,0,0,0,0,0,0,1,1,0,0,[721.]
c:28557,0,0,0,0,0,0,1,0,0,0,[723.]
c:969,0,0,0,0,0,0,1,0,0,0,[724.]
c:86112,0,0,0,0,0,0,1,0,0,0,[724.]
c:77236,0,0,0,0,0,0,1,0,0,0,[726.]
c:67105,0,0,0,0,0,0,1,0,0,0,[726.]
c:83692,0,0,0,0,0,0,1,0,0,0,[727.]
c:37284,0,0,0,0,0,0,1,0,0,0,[730.]
c:160463,0,0,0,0,0,0,1,0,0,0,[730.]
c:260008,0,0,0,0,0,0,1,0,0,0,[730.]
c:269,0,0,0,0,0,0,1,0,0,0,[730.]
c:32866,0,0,0,0,0,0,1,0,0,0,[730.]
c:46835,0,0,0,0,0,0,1,0,0,0,[730.]
c:145610,0,0,0,0,0,0,1,0,0,0,[730.]
c:20416,0,0,0,0,0,0,1,0,0,0,[731.]
c:18382,0,0,0,0,0,0,1,0,0,0,[731.]
c:163003,0,0,0,0,0,0,1,0,0,0,[731.]
c:110,0,0,0,0,0,0,1,0,0,1,[731.]
c:102867,0,0,0,0,0,0,1,0,0,0,[731.]
c:148068,0,0,0,0,0,0,1,0,0,0,[731.]
c:3167,0,0,0,0,0,0,1,0,0,0,[731.]
c:79475,0,0,0,0,0,0,1,0,0,0,[732.]
c:153483,0,0,0,0,0,0,1,0,0,0,[734.]
c:139556,0,0,0,0,0,0,1,1,0,0,[735.]
c:66494,0,0,0,0,0,0,1,0,0,0,[735.]
c:53719,0,0,0,0,0,0,1,0,0,0,[736.]
c:172653,0,0,0,0,0,0,1,0,0,0,[737.]
c:3209,0,0,0,0,0,0,1,1,0,0,[738.]
c:1703,0,1,0,0,0,0,0,0,0,1,[740.]
c:80240,0,0,0,0,0,0,1,0,0,0,[740.]
c:4695,0,0,0,0,0,0,1,0,0,0,[741.]
c:164575,0,0,0,0,0,0,1,0,0,0,[742.]
c:117101,0,0,0,0,0,0,1,0,0,0,[743.]
c:66494,0,0,0,0,0,0,1,0,0,0,[744.]
c:66494,0,0,0,0,0,0,1,0,0,0,[744.]
c:246241,0,0,0,0,0,0,1,0,1,0,[744.]
c:78868,0,0,0,0,0,0,1,0,0,0,[745.]
c:139415,0,0,0,0,0,0,1,1,0,0,[745.]
c:2252,0,0,0,0,0,0,1,1,0,0,[746.]
c:35012,0,0,0,0,0,0,1,0,0,0,[747.]
c:9767,0,0,0,0,0,0,1,1,0,0,[747.]
c:8897,0,0,0,0,0,0,1,0,0,0,[747.]
c:41267,0,0,0,0,0,0,1,0,0,0,[747.]
c:62044,0,0,0,0,0,0,1,0,0,0,[748.]
c:70970,0,0,0,0,0,0,1,0,0,0,[750.]
c:81156,0,0,0,0,0,0,1,0,0,0,[750.]
c:142004,0,0,0,0,0,0,1,0,1,0,[752.]
c:86086,0,0,0,0,0,0,1,0,0,0,[754.]
c:12243,0,0,0,0,0,0,1,0,0,0,[754.]
c:69582,0,0,0,0,0,0,1,0,0,0,[755.]
c:59878,0,0,0,0,0,0,1,0,0,0,[755.]
c:164298,0,0,0,0,0,0,1,0,0,0,[756.]
c:69063,0,0,0,0,0,0,1,0,1,0,[756.]
c:147176,0,0,0,0,0,0,1,0,0,0,[756.]
